Product Review ID,Title,rating,detail_review,upvote,downvote
222,Very Good,4,It's quite good only some what heating problem everything nice.,3,0
222,Just wow!,5,Works fast without any issues. Smooth typing experience. Great product👍Performance:- 5/5 Design:- 5/5Battery:- 4/5Speaker:- 4/5,5,1
222,Best in the market!,5,Awesome Laptop with backlit keyboard and powerful processor,2,0
222,Terrific,5,"Amazing product. Satisfied with the product output, build quality and overall experience.",1,0
222,Pretty good,4,Other than the battery life the product is excellent. In terms of built quality and software experience. The audio output and screen quality along with the viewing angle is also very good.,1,0
222,Worthless,4,Stopped functioning.. it's not opening at all.Just showing the wallpaper.It's not past one month since I bought this ASUS laptop.,4,2
222,Perfect product!,5,Performance : 5/5Design : 6/5Display:4/5 [Can play 8k Videos smoothly]Battery : 5-6 hr depending on usageSpeakers : Decent [4/5]Backlit KeyboardOverall a great package in budget !!,4,2
222,Wonderful,5,"This laptop is best choice under 40k...if you have knowledge of using laptops.I bought it for 34,990 under Big Billion Days .If you're smart enough, this is best budget laptop that you can buy.The screen shows a little bit negative images which again doesn't matter as long as you're not looking at it from a weird angle.Doesn't have backlit and thats good because it saves a lot of battery 🔋.Battery is soo good. In watching 4k video for 1 hour it drains only 20%.The product is genuine....",1,0
224,Terrible product,,"This is under performance model of lenovo ,Normally it's ok but when i am giving load on cpu it's performance going down ,Once i replaced it but but again same problem in replaced laptop,Lenovo unble to manage i3 1215u thermals and there's motherboard is not compatible for CPU.So don't buy this model go with another brand.I have uploaded the pictures where cpu load is 100%but performance is 60-70%READ MORE",61,16
224,Good,3,"Performance is greath. It handles everything smoothly.Display is okayish, extra brightness required.The screen looks dull. Speakers sound is low even at 100% volume.",38,10
224,Super!,5,Very good product especially for those who bought it with offers at 33k.... Only 2 things missing and those are backlit keyboard and fingerprint scanner... Other than that a very good product at a very good price...,44,16
224,Awesome,5,Product is good quality bus process is week,7,1
224,Good quality product,4,"Performance is good but display is not good it has tn panel side agel view is very bad when u will watch vedio like movie and something, charge heat a lot when plugged and plus point is within 1hour it charged 80 percent that is good , battery backup is not so good but 3 hours+  and u can save more after in saving modeGame didn't try in it. I'm not a game lovers i bought it in sell 33000 for students purpose. Sound quality is good but less loud like like phone it's a negetive point  Actua...",36,20
224,Utterly Disappointed,,"Don't buy this product at all, waste of money Display quality is worst(TN Panel). You can get better display with same features in other brands. I'm not even able to read pdfs without straining my eyes.Performance It is hindered in just 15 days of Normal use without any heavy load.BatteryIt is okayish as it will last 4-5 hours with normal useNote :- Please think over before purchasing, as I tried to return it for bad quality it was rejected by Flipkart.READ MORE",3,0
224,Did not meet expectations,,Display is worst😬.Better to go for IPS panel .READ MORE,3,0
224,Mind-blowing purchase,5,Value for money budget friendly and nice performance,3,0
224,Utterly Disappointed,,Worst batteryREAD MORE,2,0
224,Worthless,,"Hang, some time without any reason 2nd it's charger quickly heat when we charge......over all in this price product is not goodREAD MORE",2,0
225,Very Good,4,Performance 4.5/5Design 4.5/5Battery 3/5Display 5/5Speaker 2.5/5Speed 4/5Keyboard 5/5Review after 1 week of use.Overall very good laptop if you can compromise with speaker and battery.,12,0
225,Really Nice,4,good quality product,10,0
225,Excellent,5,Overall good. But speakers are okay.,11,1
225,Very poor,,"I know MSI product is good but There is lots of issues in product bcz there are lots of hardware issue with this product, I buy this 3 times but in Every time I'm facing many issues in first item touchpad not working 2nd time display pasting removes that why internal components easily visible and in 3rd time many key not working properly i press but not functioning and some key working other key works like if i press windows key then he do fn key working and fn key not workingHardware not m...READ MORE",4,0
225,Classy product,5,I've been using it since the last month and it is pretty good actually.... Haven't seen any lagging or any kind of flaw in it .. Here's some pros and cons..Pros:-1. Design is pretty good and built feels sturdy(minimal screen wobble and keyboard flex) (plastic body not metal)2. The Display is quite amazing at this price point (IPS 60Hz)3. The i3 12th gen does it's work quiet properly be it multitasking or average gaming or internet surfing 4. Backlit keyboard looks good 5. Battery backup...,1,0
225,Really Nice,4,Nice product but battery life not good,1,0
225,Classy product,5,Value for money but battery and sound quality is not good otherwise it's good,1,1
225,Does the job,3,"The design is good, Sleek and eye catching.Performance is okay.The battery is not that good.Display is perfect.Sound is very low.Service and long lasting - will update soon.",1,1
225,Terrific purchase,5,I'm so happy,0,0
225,Just wow!,5,Nyc performance n good as well awesome,0,0
226,Wonderful,5,"Best user friendly Chromebook has all the qualities of a laptop in terms of performance, compatibility and quality",66,22
226,Classy product,5,Nice product,13,4
226,Highly recommended,5,It's a good choice. Everything is best. Only lid opening should be more comfortable.,24,11
226,Don't waste your money,,worst this laptopREAD MORE,53,48
226,Perfect product!,5,I am not new to Chromebook but was looking to upgrade to better hardware configuration and found this model. This Chromebook is super fast. I like the finger print scanner and nice metal body. If anyone is looking for good Chromebook experience then this would give you that.,1,0
226,Unsatisfactory,,Don't buy this product.. Don't support windows OS... Waste of money...READ MORE,17,52
227,Super!,5,Best laptop under 60k.I got the laptop under 57K by card discount on BBD sale main highlight of this laptop is OLED display.Only disadvantage of this laptop is you cannot upgrade RAM and Storage because it didn't have second slots for UpgradeYou can upgrade storage by replacing ssd to new one.Now on sound quality.Sound quality jabardast it's  comes with Dolby Atmos and sound by harmon kardon.But in new you feel sound is very low but you can increase the sound by Dolby Atmos app settings b...,28,4
227,Waste of money!,,I'm facing flickering issue on displayREAD MORE,36,7
227,Mind-blowing purchase,5,Incredible product 👏,15,2
227,Wonderful,5,PROS:OLED Display is marvelous. It has the best colour accuracy.I watch some HDR content on this one and it is excellent. I must say in the display department it is 10 out of 10.Laptop body looks very good. It gives a premium feel. The keyboard is smooth and easy.Aslo it comes with all the necessary features like fingerprint sensor which is by the way very fast and accurate and it has also office 2021.Boot up time is very less so it is very fast and I am well satisfied with this.Now th...,6,0
227,Great product,5,This laptop i would say is a great buy. Display of the laptop is biggest USP. The sound by harmon/kardon justifies the audio experience. I haven't played any game so couldn't comment on its peak performance part. Rest i'll say is a value for money.,24,8
227,Value for money!!!,5,"I am here after using this laptop for 1 week.I am a student and I bought it for coding, movies and AAA games.Here is my personal pros and cons,NOTE: This is not an 5600HS. It's 5600HPros1.Display is awesome for watching movies,games and for all the uses.2.Light weight.3.For gaming it can easily run most of the AAA title in high settings. I played 'God of war 4' with high settings it gives 40-50 fps...ultra settings also it will run 30-40fps but sometimes you may feel lag.(This all test...",11,3
227,Worthless,,Very bad product . Only in a week I am suffering with a battery issue and display issueREAD MORE,3,0
227,Utterly Disappointed,,"Just after 3 days Performs very Slow , And Getting ERRORS to Start The Laptop. Very Slow Processor System Very SlowREAD MORE",6,1
227,Worst experience ever!,,I am facing flickring issue in 50% displayREAD MORE,6,1
227,Slightly disappointed,,Speeker very very slow. And battery also weak very fastREAD MORE,6,1
228,Best in the market!,5,Osm,132,22
228,Fabulous!,5,Good,109,23
228,Mind-blowing purchase,5,Best one in the budget range 65k,21,2
228,Delightful,4,"Performance is good, sound quality bit lowBattery back up is around 4 hours without heavy gaming with 90wh battery.",37,9
228,Fabulous!,5,"Build is good. It takes time to boot, about 20 secs. Unable to choose static keyboard Backlit other than red. Perfomence is expected with the card. Heats a lot till 89 degree in just 5 minutes of gaming.",123,54
228,Brilliant,5,So far... The Best...!!,6,0
228,Best in the market!,5,"It really awesome.. just go for it... Value for money 💰.... Don't think about seller.... They doing great work... Amazing service... FOR HEATING ISSUE: My suggestion for TUF USERS: MAKE SURE WHILE USING THE LAPTOP, FAN IS RUNNING OR NOT. IF FAN IS NOT RUNNING JUST ON IT. SOMETIMES IT IS NOT ON AUTOMATICALLY..",9,1
228,Wonderful,5,Igot it for 59k in bbd saleDisplay next level Performance beast 🔥Yes heat like 60 to 80 but it automatically cools.in 10 mints with help of fans Plz plug and play nxt level experienceBattery around 3 hrs,8,1
228,Great product,5,Simply outstanding just go for it,10,2
228,Classy product,5,"Value off money.Design and quality is very good 😊.Laptop performance is mind blowing 🔥.If you are looking for a laptop for gaming video editing photo editing then this might be better for you.I am very satisfied for this laptop.But....I recommend you get a cooling fan because if you do heavy touch,It can improve your working experience.Laptop charging is very fast because of 180 WA charging adaptorBattery breakup up to 5 hours. Aspect for gaming laptop.",4,0
229,Good choice,4,"Value for money product...But no one said this major issue on every mac. If I touch or rub the mac body while charging, I can feel some electric sensation passing through my body.. when I searched about the issue, this issue has existed for the last 10 years on all mac devices because of 2 pin chargers without ground. This issue can be resolved only with a 3 pin charger with ground. This issue should be resolved by mac providing 3 pin charger but they didn't care about this issue. We should...",1878,123
229,Value-for-money,4,"A bit expensive when we compare with  today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance,  it is far beyond what windows laptops can offer in same segment.I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.Don't worry, this processor is so powerful and in terms of compatibility, this ...",7500,875
229,Brilliant,5,Best in class laptop ❤️💫,193,16
229,Excellent,5,"About  me (type of consumer): moved from windows to Apple after 8 years ! Never buyed a laptop ! Best transition stage.Being practical I always don't wanted to move to Apple instead going for windows in that or less price , but apple did its job ,this time not just the branding but the performance at its best .Coder review : Performance : 10/10I used android studio , u can easily run the emulator ,no lagFrom editing videos to multitaskig 30 apps at a time , M1 is the beat one mach...",484,52
229,Brilliant,5,Best device ever .I love it...,229,22
229,Classy product,5,"Fantastic value for money machine!! Absolute beast as far as sheer performance is concerned that being super efficient on the battery. 1. Using it mainly for coding purposes, browsing and all that regular stuff. Haven’t played any games on it so I can’t comment on battery life and performance while gaming but with regular coding stuff like web development, mobile app development, web browsing etc the battery will easily last for 10+ hrs or even more.2. Apple nailed the thermals on this mac...",2055,304
229,Great product,5,Unbeatable,193,22
229,Simply awesome,5,"My first Macbook and no regret that I waited for this. Sleek design, lightning speed, super light weight and silent as a wolf.If you want to have a laptop that is super cool in look as well as performance, go for it.",91,8
229,Wonderful,5,"Just love it, dream comes true😎",94,9
229,Great product,5,A product worth buying.,37,2
230,Pretty good,4,Good lap,20,2
230,Delightful,4,The laptop is good for daily work and multitasking but the display quality is average.,7,0
230,Classy product,5,This is my first PC. I bought it in big billion day in 39k. Overall experience is so good. Display is awesome. Backlight feature is pretty cool. I think in this price segment it is best laptop for students and office employees. Battery backup is around 6 to 7 hours in normal use. This comes with plastic body but build quality is much better than other brand laptop. Thank you hp and Flipkart for this amazing deal,8,2
230,Great product,5,If you are a student and u want for coding just go for it...very fast performance due to 16gb ram.  I just got it at 37k in big billion days sale...Display is average but can be ignorable for coding and student purpose Batter back is very good for normal use it gives 5-6 hours For coding it gives almost 5 hours backup For watching movies it will give 8+ hours backup I am very happy with my first lappy and with its performance and battery backup.I am ignoring display in this price poin...,2,0
230,Worth every penny,5,"Good laptop, Ryzen 5 5500u with 16GB RAM is a powerfull package for most of the work be it Coding, Designing, Average gaming, Multitasking, Browsing etc. However the display is probably SVA display which is a cons in this laptop. Sound quality is also average, the vocals, mids are good but thumpness (not the real bass) is somewhat missing.",4,2
230,Fair,3,It have no Ips display,3,2
230,Best in the market!,5,Best Laptop of this budget I purchased rayzen 5 16/512 Gb on 37 k it's performance is very well on coding I'm satisfied of this product 🙂,2,1
230,Terrific purchase,5,Best of programing coding Good for videos and photos ending Good for gaming U can edit 4k clipsU can make 3D animetion using blender,1,0
230,Pretty good,4,Except battery back up all good.Value for money 💰 Good choice for WFH and Game's.Stlyish design and backlight keyboard at this price range from hp with Flipkart big billon offer is amazing 😍👌,1,0
230,Excellent,5,Nice,1,0
231,Good choice,4,Nice laptop,4,0
231,Mind-blowing purchase,5,Nice it's working fine thanks to flipcort,3,1
232,Just wow!,5,Got it for less than 80k in July sale. Great deal for i7 with ddr5 16gb and  nvidia 4050 140w. Gaming performance is excellent. Boots in 5 to 8 seconds.,160,21
232,Pretty good,4,Product is okay but here is a specification details mistake by flipkart in detailsAs shown in specification section they mentioned that here is DDR4 RAM In the laptopBut after purchase when i checked it with CPUZ application i found that here is DDR5 RAMI Also confirmed that with ther Acer Customer Care Support,101,24
232,Just wow!,5,Lets start with the price - 82K after card discountSpecs - All ready mentionedGPU - 140 Watt full fledged power GPURemember initially when 40 series where launched hardly the TDP use to reach around 50 watt. But with driver updates now GPU watts goes upto 95 watt around some game. There are some other alternative which provides 4050 at lower price range but remember the TDP are around 75 Watt.Now comes display - It is not a 45%NTSC screen but around and less than 62% NTSC. It has a brig...,15,1
232,Good choice,4,-Can expect the performance of a 3060 GPU but since it's 4050 you get added benefit of frame generation as well.- Battery life is average - can expect 3hrs with normal browsing and stuff.-Screen quality is good.-The TGP of the GPU is 140W-Build quality is decent as well,55,12
232,Great product,5,"Superb product, excellent experience. Display, performance, design everything is excellent.",5,0
232,Best in the market!,5,Powerful processor and graphic card.ssd should be 1 tb! Overall best laptop in this segment,5,0
232,Must buy!,5,"I got the acer nitro 5 i7 12gen RTX 4050 in the recent sale for 82k, CPU temp was always under 90 degree(High end games like cyber punk, Dying light 2), it reaches 89 degree and fan speeds up to 6k rpm and temp drops to 82, no throttling, GPU temp is always under 70 degree, Amazing display. Could run dying light 2 stay human at ultra with raytracing around 60 - 70fps AVG without any lag. Battery on normal usage like chrome, Netflix or other apps, i could get around 5hr. ProGood coolingGood...",4,0
232,Highly recommended,5,Legit product must buy,7,2
232,Excellent,5,"Absolute beast, battery coulda been better but welp",6,2
232,Worth the money,4,Overall Beast,2,0
233,Good choice,4,The product is good and runs very well but does not  contain  fingerprint sensor as shown above.,58,3
233,Highly recommended,5,Aswm go for it,105,24
233,Awesome,5,I got the product in very good condition,39,10
233,Excellent,5,Best Budget Laptop just go for it,5,0
233,Just okay,3,zno keyboard backlit and fingerprint.,46,24
233,Great product,5,It is good for daily use work but display can be little better otherwise everything is good about the laptop,4,0
233,Value-for-money,4,"Very Nice product, Very good looking and brilliant performance",4,0
233,Just okay,4,"Just brought it but it doesn't have FINGER PRINT SENSOR like it mentioned on the page, I'll update my review after 3 monts if usage",6,1
233,Good choice,4,Just a good laptop 😄But the battery is okNot perfect,11,4
233,Good quality product,4,Value for money amazing experience but one thing is missing finger print sensor other wise almost top experience wise,3,0
234,Nice,3,My laptop has no backlight option.,14,0
234,Utterly Disappointed,,Received the item yesterday. 1.Charged to 90% with more than one hour. Discharged to 20% within 2 hours. They are claiming it last upto 6 hours. I don't know how.2. Display is of old generation type. I had one Lenovo laptop during 2014. I don't see any difference in display to that one. 3. Processor. Oh god. I really doubt they wrongly put an core i5 sticker on the pannel just to fool customers. Real lag when transfer files.4. Battery. The worst. Heating like hell when charging. I really ...READ MORE,17,1
234,Horrible,,"Good laptop at the price point.Has warranty issues, hope brand will fix the problem.Lenovo has worse support personnel, lack of knowledge and handling was very evident .Flipkart do not help , so please be careful while you buy expensive products online.READ MORE",195,54
234,Simply awesome,5,Good product . Just slight viewing angles can be better.  Need to register the warranty by uploading invoice from the purchase dates,40,8
234,Wonderful,4,Good product by Lenovo design and performance both are perfect.,26,4
234,Really Nice,4,Value for money product,95,27
234,Very poor,,Flipkart says in description that laptop has backlit keyboard and 2 yrs warranty. However laptop do not have backlit keyboard and warranty offered is also 1 yr. It's a fraud they are doing.READ MORE,78,24
234,Highly recommended,5,Amazing laptop. Takes only 2-3 seconds to boot.Blazing fast. More than expected package.,93,30
234,Utterly Disappointed,,Overheating keypad also heating don't buy anyoneAnd warranty also giving 1 yearHere mentioned 2 years Domestic warrantyBut it is fraud.I am talking to Flipkart about warranty but they are giving negligence answersTotally this deal is fraudREAD MORE,29,7
234,Wonderful,4,"Bootup time is excellent, writing review after one month of usage. Display can be better I am ok with it but not disappointed, As am used to external monitor wondering that's the reason am not impressed with display. Haven't really tested the battery so far, will check and update later.Keys are good and well responsive.",23,6
235,Terrific purchase,5,Amazing,0,0
236,Highly recommended,5,One of the best laptop,20,2
236,Brilliant,5,Just beast price of 44990 is best for this machine.... Serves the purpose all round performance.,7,0
236,Super!,5,Very good product.it is suitable for students and editing and gaming.,13,3
236,Simply awesome,5,Value For Money . 🎉🎉Go for it 👍,1,0
236,Does the job,3,"Overall good with the Ryzen 5 processor. But have issues with automatic restarting, poor Mediatek wireless card.",1,0
236,Worth the money,4,Product is good and its value for money. Speaker sound is not loud it feels little low btw its good laptop at this price.,1,0
236,Classy product,5,Nice laptop Value of money Nice service by flipkart,4,2
236,Super!,5,Everything is good about the product starting from the battery backup to the performance. The speakers and the display could have been better.,1,0
236,Terrific purchase,5,Excellent product,1,0
236,Excellent,5,"Plus points: Price range, smoothness in performance, display, total system, battery backup and overall handling is superbMust buy for routine and office use...Negative points: Memory space less than 1TB, delicate to handle",1,0
237,Highly recommended,5,Overall a good package for hp 🤗🤗,10,0
237,Must buy!,5,Performance super 👍Value for money,24,8
237,Highly recommended,5,Best performance Beat brand Just go for it,10,3
237,Just wow!,5,Love this product 😍😍😍,5,1
237,Wonderful,4,The performance is superb as expected for this price segmentAnti glare display is fantastic with thin bezel Has backlit keyboardBattery backup is goodOccasional gaming can be done,5,1
237,Worth every penny,5,Received the laptop in good condition. This Laptop is very fast on this price range.Ryzen 3 7320 is better than core i3 12 gen.I am using the laptop for office work.After using 15 days i have written this review.,3,1
237,Great product,5,Osm laptop in budget 😍,1,0
237,Terrific purchase,5,I love it,1,0
237,Highly recommended,5,What a lovely laptop very smooth laptop,1,0
237,Good quality product,4,It has been almost a month since I bought this laptop. It is working well as expected and no issues until now. One of the plus point for this product is full size keyboard + backlit keyboard. Processor is good enough to run basic needs for students. I think it is one of the best choice that we have in its price range so far.,2,3
238,Perfect product!,5,Excellent product from Lenovo and a fantastic display. Include MS office and hence no worries at all.,44,4
238,Excellent,5,"First of all this laptop looks pretty cool, it has slim design having Intel evo processor, battery performance is good, on rapid fully charged it has 5-6 hrs backup and more over display is superb.Overall 4.8 out of 5 ratings for this laptop.",32,5
238,Good,3,Battery back-up is not good as your discription up to 10hrs. It's Only 3-4 hrs only,45,11
238,Highly recommended,5,Excellent laptop. Very slim. Light weight. Performance is ultimate. Bought this in big billion days Oct 23. Got good discounts using credit card. Moreover it is Intel Evo.,13,2
238,Worth the money,4,Looks good.Ready to use after open the laptop without using power key. Worth Varma worthu!!,18,4
238,Decent product,3,"Biggest disappointment is battery backup, it was wrongly mentioned as 8-10 hrs but actually it's only 3 hrs. It's Intel evo so expectations were high but little disappointed.",6,0
238,Worth the money,4,Battery lasts at max 3-4 (4.5 from 100- 0 %) hrs on windows battery saver and lenovo own power save mode. Nowhere close to 8 - 10 hrs advertised.  Display awesome.  Performance top notch. Build is good. 65wh Battery is horrible. According to lenovo service center battery is normal. I don't know why lenovo is branding a false claim.,15,3
238,Hated it!,,Volume is very very lowREAD MORE,20,6
238,Terrific purchase,5,thise lenovo laptop is good and value for money. personally i like it and performance is very good. very slim and light weight laptop.but delay for dilevery,5,0
238,Good,3,"Product is goodDesign :5/5 2k displayDisplay:5/5 slim and low weight, 14 inch 90% Body ratio so it looks like very small laptop but actually it is 14 inch i compare with my Hp pro book.Perfotmance :5/5Battary :4/5Volume :2/5 (very low volume 2 w spekares)Face unlock is working perfectly.Volume is only the draw back.",7,1
240,Worth the money,4,Overall good product,12,1
240,Mind-blowing purchase,5,"Its amazing.superb speed, Awesome display, Excellent typing experience.Good Battery backup.better laptop in this price range",23,8
240,Super!,5,Excellent performance 👍,8,2
240,Good quality product,4,Over all best,1,1
240,Good quality product,5,Best in class at this price range go for it without any second thought..16gb ram cable to handle coding smoothly...,0,0
240,Perfect product!,5,build quality is very good 👍,0,0
240,Pretty good,4,Awesome laptopWorking smoothlySoft handlingEasy to carry low weight laptopAnd performance are superb,0,0
240,Wonderful,5,It is a complete package for me.Performance is good.Battery Display and Build quality is also best and also fingerprint sensor given in this price range is one additional feature. Fast Charger charges the battery quick.Overall very good product.,0,0
240,Awesome,5,Good,0,1
241,Good quality product,4,"Having used this device for about 10 days, the difference between a smartphone and a laptop gets even more blurred! This is not a power workhorse machine and it is not designed to be one. But it sure is a great asset for simple daily activities such as surfing, emailing and some conferencing from home. Display is so-so and hence if that is important for you, then advise to go for a higher end laptop. But for this price point this is a very good buy. If you need the experience of your Android ...",37,2
241,Super!,5,Best laptop for this price rangeIt supports google playstore application onlyWindows software will not supportBoot time was fastEasy to access application like android phoneI got 64 GB emmc storage - out of 64  GB only 45 GB will get for storage purposeIps display was good and night mode also availableI can able to play video 1080p without lagging or struck,93,10
241,Super!,5,"I wonder why nobody posted pics for snow white variant. It looks super awesome. Ok for those who are wondering whether this device is just for students and kids then answer is NO. It's equally great for productivity and office work. Crostini (Linux apps support) is awesome , it opens up whole new possibilities of having Linux apps along with Android apps and Chrome OS extensions. Battery backup is unbelievable and this has to be great due to low power and efficient mediatek chip. If you want ...",1596,291
241,Fabulous!,5,"i loved it, superb performance, awesome battery and touch is just wow.. this is a complete package, design is also premium and build is also premium, loved it ....",1098,202
241,Worth the money,4,Nice!,164,23
241,Wonderful,5,Touch screen is awesome... Performance is as expected.. Good product in this price range..,93,11
241,Awesome,5,I love HP Chromebook. Best Value of money 😎,90,11
241,Excellent,5,"Why will you switch over to a Chromebook from laptop?1. If your work is confined within the MS office package.2. If your child attends online classes.3. If you need not to do any heavy software works ( programming or massive picture editing)4. If you want a lightweight but sturdy machine.5. If you like a android interface.6. If you have a steady internet connection.If any or all of the criteria matches with you, just go for it.Initially, there will be some amount of difficulties wit...",78,9
241,Must buy!,5,"Simply awasome the product. Thanks seller very good packing, its best for office work and as well as student for online class, this chromebook 3 times more fast Windows. Value of money product. I give 5 star.",114,17
241,Great product,5,Excellent laptop for learning children,60,7
242,Just wow!,5,Good,247,21
242,Simply awesome,5,Processor is very awesome and good product .and thanks to flipkart .👌,185,36
242,Horrible,,"Screen bleeding,but I want to return this laptop,but every time show try after some time !!! Is it Use Laptop ???READ MORE",57,16
242,Brilliant,4,"Good for MS office work and internet surfing. Students belonging to social sciences and humanities may buy this laptop. It serves the best their purposes. I'm using this laptop since a month as secondary laptop for taking classes and internet surfing, find ok.",12,2
242,Best in the market!,5,Great product 💯,46,18
242,Hated it!,,Display light lowREAD MORE,63,30
242,Wonderful,5,Very nice pic,5,0
242,Really Nice,4,best,6,1
242,Horrible,,PLEASE DONT BUY worst product I have ever bought... I bought this laptop for education purpose to appear for my master's and every time I appear for my exam I get thrown out of exam there some or other issues with this laptop mostly because of its slowness! damn slow processor stucks in between I am really regretting my decision to buy this product every day on cost of my exam I couldn't appear for the examREAD MORE,3,0
242,Worth every penny,5,good product ..easy to cary  very thin  a light ..desian so awsome.,4,1
243,Value-for-money,4,"First impressions was very goodCant say much about it as it has  been delivered yesterday but feel very light, compact and sturdyDisplay is sharp and bright but got some reflectionAnd performance is buttery smooth and boot time is literally less than 10 or 12 seconds. Got heated while charging but feels normal to me.Initially happy with the product..♥️❤️",127,17
243,Simply awesome,5,"Nice display clarity, nice sound as well, smooth performance, superb in looks, nice back light keyboard but battery isn't upto the mark and heat dissipation also ok but not upto the mark",90,14
243,Super!,5,"Slim, lightweight and beast 😍😍 at this price.",33,3
243,Brilliant,5,"In this Prize segment , nobody can beat them.",37,4
243,Awesome,5,"Display is excellent, performance is excellent , battery is good . Overall a good package realme has packed in this price segment.",19,1
243,Must buy!,5,I AM SO HAPPY THANKS FOR  REALME COMPANY WITH THANKS TO LOT FLIPKART,26,3
243,Brilliant,5,"Really love it...nice performance till date, using it for 7-8 days. Screen looking like AMOLED, Nice video experience, sound quality also good.  Trackpad Touch response excellent. Very minimum booting time. Excellent transfer speed. Fingerprint sensor is excellent. Even camera quality also excellent compared to other brands. Overall experience is awesome. REALME love it.",99,25
243,Brilliant,5,Super 👌,17,2
243,Mind-blowing purchase,5,Has a great look..,12,1
243,Really Nice,4,After using it for 3 days i experienced it's performance is awesome design is awesome built quality is awesome but battery consumption is High not up to mark and display should be Anti glare and I'm tense about it's after sale service and durability.,25,6
244,Horrible,,Battery vey bad👎READ MORE,13,6
244,Terrific purchase,5,Great 😃,6,3
244,Just wow!,5,Nice 👍,4,2
244,Terrific purchase,4,Best budget gaming laptop under 60k,1,0
244,Delightful,4,Display quality is excellent.Battery backup is just okPerformance is awesomeBuilt quality is awesome Looks very rich,1,1
244,Could be way better,,AverageREAD MORE,0,0
244,Really Nice,4,"Performance is best design is good. Not too heavy, but battery life is below average",0,0
244,Worth the money,4,It's a nice laptop I have been using it for 3 months and its performance is good I would recommend it,0,0
244,Super!,5,Nice product...,0,0
244,Super!,5,Very good performance,0,0
245,Worth every penny,5,Best productBut it have 60hz refresh rate,37,5
245,Super!,5,Beast Laptop At This Range,34,8
245,Just wow!,5,Excellent power-packed performance,22,5
245,Classy product,5,so nice LAPTOP,2,1
245,Perfect product!,5,Good product but consider this does not have a graphics card at this range,0,0
245,Pretty good,4,It's amazing and valuable for money!!,0,0
245,Best in the market!,5,Okk,0,0
245,Good quality product,4,Seems value for money except for heavy weight🤭,0,1
245,Pretty good,4,The product is good but the battery has a slight problem,0,2
245,Delightful,4,Awesome 😎👍,0,0
246,Simply awesome,5,Reviewing after 1 week of use Pros-1. Design and built quality is great2. Performance is top notch3. Value for money ( got it for 50k)4. Charging and battery life5. Light weight 6. Performance switchCons-1. Despite of FHD display it feels average 2. Quality of keyboard feels average,42,9
246,Super!,5,"Got a great deal, thats flipkart. Laptop looks premium with metallic body.The only thing is charger looks to be like nokia old charger",8,2
246,First overview - Good price point but...,4,"Pros1. Great look and feel.2. I7 13th gen is really fast.  Good for gaming and computing3. Camera, speakers and mic works well.4. Very pleasing to the eyes - barely see silhouettes as in reflection etcCons1. Track pad is sluggish.  It being quite large comes under the bottom part of the thumbs and things move inadvertently2. Microsoft Office isn't perpetual - its only for 1 year.  I found that out only when I tried to use it.  A big let down for me as it should have been highlighted.",11,4
246,Good quality product,4,Purchased this product based on specs only. Posting review on the very first day and genuinely It seems value for money product based on build quality and performance,11,4
246,Excellent,5,"I recently acquired the Infinix ZEROBOOK 13, a laptop that truly embraces innovation with its Intel Core i7 13th Gen processor, 32 GB RAM, and 1 TB SSD. Its sleek design, coupled with the intriguing Grey With Meteorite Phase aesthetics, immediately caught my eye. However, as I embarked on a journey to explore its capabilities, I encountered both triumphs and challenges.Under the hood, the Infinix ZEROBOOK 13 packs a punch. The Intel Core i7 13th Gen processor, with its impressive clock spee...",11,6
246,Excellent,5,To be honest the product seems very promising. And it delivers as well. I got this product at an unbelievable price and seriously it's an amazing one.The processor is sufficient enough to handle day to day tasks.32 GB ram supports to hand the app launch and switch seamlessly They have amazing cooling system as well.Overall the product is really amazing. Go for it.,6,2
246,Useless product,,"Don't buy this laptop. The mouse pad does not work properly, sometimes it gets stuck at a point, only works when restarting the system. Performance is not up to the mark as per i7 13th geb laptop.READ MORE",2,0
246,Awesome,5,Fantastic product.,2,0
246,Hated it!,,"I upgraded (or rather downgraded) from Macbook Air 2017 to Infinix Zerobook i7 13 Gen. In my honest opinion, the reason for price cutting is quite clear, YOU WILL NOT GET THE SAME EXPERIENCE as other i7 (12th or 13th Gen) laptops. The reason for the same is that the hardware build quality is extremely cheap. CONS:- The trackpad behaves erratically after 10 mins of usage. Ghost clicks, Sensitivity issues. I have resorted to using a mouse fulltime, so basically my laptop has become a desktop...READ MORE",15,18
246,Good quality product,4,It's a great purchase. Received heavy discount Look and feel is awesome. I would recommend this laptop.,2,1
247,Value-for-money,4,"First impressions was very goodCant say much about it as it has  been delivered yesterday but feel very light, compact and sturdyDisplay is sharp and bright but got some reflectionAnd performance is buttery smooth and boot time is literally less than 10 or 12 seconds. Got heated while charging but feels normal to me.Initially happy with the product..♥️❤️",127,17
247,Simply awesome,5,"Nice display clarity, nice sound as well, smooth performance, superb in looks, nice back light keyboard but battery isn't upto the mark and heat dissipation also ok but not upto the mark",90,14
247,Super!,5,"Slim, lightweight and beast 😍😍 at this price.",33,3
247,Brilliant,5,"In this Prize segment , nobody can beat them.",37,4
